Date,LLM Response
07_07_2025,"{
  ""Communication Services"": 0.1,
  ""Consumer Discretionary"": 0.05,
  ""Consumer Staples"": -0.1,
  ""Energy"": 0.15,
  ""Financials"": 0.05,
  ""Health Care"": 0.0,
  ""Industrials"": -0.05,
  ""Information Technology"": -0.2,
  ""Materials"": -0.05,
  ""Real Estate"": -0.1,
  ""Utilities"": -0.05
}"
07_08_2025,"{""Communication Services"":0.15,""Consumer Discretionary"":-0.05,""Consumer Staples"":-0.1,""Energy"":-0.15,""Financials"":-0.05,""Health Care"":0.0,""Industrials"":-0.2,""Information Technology"":0.1,""Materials"":-0.25,""Real Estate"":-0.1,""Utilities"":-0.05}"
07_09_2025,"{""Consumer Discretionary"":0.1,""Consumer Staples"":0.0,""Energy"":-0.1,""Financials"":0.05,""Health Care"":-0.2,""Industrials"":-0.15,""Information Technology"":0.25,""Materials"":-0.45,""Real Estate"":-0.05,""Utilities"":-0.1,""Communication Services"":0.15}"
08_11_2025,"{""Communication Services"":0.4,""Consumer Discretionary"":0.3,""Consumer Staples"":-0.2,""Energy"":0.1,""Financials"":0.2,""Health Care"":0.1,""Industrials"":0.0,""Information Technology"":0.35,""Materials"":0.15,""Real Estate"":-0.1,""Utilities"":0.0}"
08_12_2025,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": 0.25,
  ""Consumer Staples"": -0.05,
  ""Energy"": 0.05,
  ""Financials"": 0.1,
  ""Health Care"": 0.0,
  ""Industrials"": 0.05,
  ""Information Technology"": 0.2,
  ""Materials"": -0.05,
  ""Real Estate"": -0.1,
  ""Utilities"": -0.05
}"
08_13_2025,"{
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": -0.05,
  ""Energy"": 0.1,
  ""Financials"": 0.35,
  ""Health Care"": 0.05,
  ""Industrials"": -0.1,
  ""Information Technology"": 0.4,
  ""Materials"": -0.05,
  ""Real Estate"": -0.15,
  ""Communication Services"": 0.3,
  ""Utilities"": -0.05
}"
08_14_2025,"{""Communication Services"":0.1,""Consumer Discretionary"":0.05,""Consumer Staples"":-0.05,""Energy"":-0.1,""Financials"":0.15,""Health Care"":0.0,""Industrials"":-0.15,""Information Technology"":0.25,""Materials"":-0.2,""Real Estate"":-0.1,""Utilities"":-0.05}"
08_15_2025,"{
  ""Communication Services"": 0.18,
  ""Consumer Discretionary"": 0.09,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.12,
  ""Financials"": 0.07,
  ""Health Care"": 0.22,
  ""Industrials"": 0.12,
  ""Information Technology"": 0.28,
  ""Materials"": -0.08,
  ""Real Estate"": 0.02,
  ""Utilities"": -0.04
}"
08_18_2025,"{""Communication Services"":0.35,""Consumer Discretionary"":0.15,""Consumer Staples"":0.1,""Energy"":-0.2,""Financials"":0.05,""Health Care"":0.25,""Industrials"":0.1,""Information Technology"":0.2,""Materials"":0.0,""Real Estate"":-0.05,""Utilities"":0.05}"
08_19_2025,"{""Communication Services"":0.1,""Consumer Discretionary"":0.35,""Consumer Staples"":0.15,""Energy"":0.05,""Financials"":0.1,""Health Care"":0.2,""Industrials"":0.25,""Information Technology"":0.45,""Materials"":0.05,""Real Estate"":-0.15,""Utilities"":0.1}"
08_01_2025,"{
  ""InformationTechnology"": 0.15,
  ""HealthCare"": -0.05,
  ""Financials"": -0.08,
  ""ConsumerDiscretionary"": -0.2,
  ""ConsumerStaples"": -0.1,
  ""Energy"": -0.02,
  ""Utilities"": 0.05,
  ""Industrials"": -0.18,
  ""Materials"": -0.22,
  ""RealEstate"": 0.12,
  ""CommunicationServices"": 0.1
}"
08_20_2025,"{
  ""Communication Services"": 0.25,
  ""Consumer Discretionary"": -0.35,
  ""Consumer Staples"": -0.05,
  ""Energy"": -0.2,
  ""Financials"": -0.1,
  ""Health Care"": 0.0,
  ""Industrials"": 0.1,
  ""Information Technology"": -0.25,
  ""Materials"": 0.05,
  ""Real Estate"": -0.3,
  ""Utilities"": 0.0
}"
08_21_2025,"{
  ""Information Technology"": -0.75,
  ""Financials"": -0.15,
  ""Health Care"": -0.55,
  ""Consumer Discretionary"": -0.35,
  ""Consumer Staples"": -0.05,
  ""Industrials"": 0.25,
  ""Energy"": -0.1,
  ""Utilities"": 0.2,
  ""Real Estate"": -0.25,
  ""Materials"": 0.05,
  ""Communication Services"": -0.7,
  ""Semiconductors"": -0.8
}"
08_22_2025,"{
  ""XLY"": 0.2,
  ""XLP"": 0.15,
  ""XLE"": 0.05,
  ""XLF"": 0.1,
  ""XLV"": 0.05,
  ""XLI"": 0.1,
  ""XLK"": 0.12,
  ""XLC"": 0.08,
  ""XLU"": 0.0,
  ""XLRE"": -0.05,
  ""XLB"": 0.02
}"
08_25_2025,"{
  ""InformationTechnology"": 0.45,
  ""CommunicationServices"": 0.1,
  ""ConsumerDiscretionary"": -0.15,
  ""ConsumerStaples"": -0.2,
  ""HealthCare"": 0.15,
  ""Financials"": 0.25,
  ""Industrials"": 0.2,
  ""Materials"": -0.05,
  ""Energy"": 0.0,
  ""Utilities"": -0.1,
  ""RealEstate"": -0.25,
  ""S&P500"": 0.05
}"
08_26_2025,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": 0.08,
  ""Consumer Staples"": 0.18,
  ""Energy"": -0.02,
  ""Financials"": 0.05,
  ""Health Care"": 0.22,
  ""Industrials"": 0.04,
  ""Information Technology"": -0.03,
  ""Materials"": -0.01,
  ""Real Estate"": 0.18,
  ""Utilities"": 0.14
}"
08_27_2025,"{
  ""Communication Services"": 0.05,
  ""Consumer Discretionary"": 0.18,
  ""Consumer Staples"": -0.08,
  ""Energy"": 0.03,
  ""Financials"": -0.12,
  ""Health Care"": 0.17,
  ""Industrials"": 0.08,
  ""Information Technology"": 0.36,
  ""Materials"": -0.02,
  ""Real Estate"": 0.14,
  ""Utilities"": -0.05
}"
08_28_2025,"{""Information Technology"":0.78,""Communication Services"":0.55,""Consumer Discretionary"":0.31,""Consumer Staples"":0.14,""Financials"":0.46,""Health Care"":0.05,""Industrials"":0.39,""Materials"":0.12,""Energy"":0.08,""Utilities"":0.04,""Real Estate"":0.22}"
08_29_2025,"{""Consumer Discretionary"":0.45,""Consumer Staples"":0.35,""Energy"":-0.1,""Financials"":0.05,""Health Care"":0.1,""Industrials"":-0.2,""Information Technology"":0.55,""Materials"":-0.35,""Real Estate"":0.0,""Utilities"":0.05,""Communication Services"":0.4}"
08_04_2025,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": 0.22,
  ""Consumer Staples"": -0.08,
  ""Energy"": -0.12,
  ""Financials"": 0.05,
  ""Health Care"": 0.0,
  ""Industrials"": -0.18,
  ""Information Technology"": 0.28,
  ""Materials"": -0.22,
  ""Real Estate"": -0.05,
  ""Utilities"": 0.02
}"
08_05_2025,"{
  ""InformationTechnology"": 0.93,
  ""HealthCare"": 0.08,
  ""Financials"": 0.22,
  ""ConsumerDiscretionary"": 0.34,
  ""ConsumerStaples"": -0.12,
  ""Energy"": -0.18,
  ""Industrials"": 0.11,
  ""Materials"": -0.05,
  ""Utilities"": 0.06,
  ""RealEstate"": 0.14,
  ""CommunicationServices"": 0.72,
  ""BasicMaterials"": -0.05
}"
08_06_2025,"{""Communication Services"":0.15,""Consumer Discretionary"":0.05,""Consumer Staples"":0.35,""Energy"":-0.05,""Financials"":0.1,""Health Care"":-0.1,""Industrials"":0.0,""Information Technology"":0.2,""Materials"":-0.05,""Real Estate"":0.0,""Utilities"":0.0}"
08_07_2025,"{
  ""Consumer Discretionary"": 0.55,
  ""Consumer Staples"": 0.2,
  ""Energy"": 0.15,
  ""Financials"": 0.25,
  ""Health Care"": -0.15,
  ""Industrials"": 0.1,
  ""Information Technology"": 0.7,
  ""Materials"": 0.05,
  ""Real Estate"": 0.2,
  ""Utilities"": 0.05
}"
08_08_2025,"{""communication_services"":0.5,""consumer_discretionary"":0.3,""consumer_staples"":0.1,""energy"":0.1,""financials"":0.2,""health_care"":0.0,""industrials"":0.15,""information_technology"":0.35,""materials"":0.05,""real_estate"":0.0,""utilities"":0.05}"
09_10_2025,"{
  ""Communication Services"": 0.18,
  ""Consumer Discretionary"": 0.22,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.08,
  ""Financials"": 0.12,
  ""Health Care"": -0.06,
  ""Industrials"": -0.02,
  ""Information Technology"": 0.45,
  ""Materials"": 0.03,
  ""Real Estate"": 0.16,
  ""Utilities"": 0.07
}"
09_11_2025,"{
  ""Information Technology"": 0.85,
  ""Health Care"": 0.15,
  ""Financials"": 0.55,
  ""Consumer Discretionary"": 0.7,
  ""Consumer Staples"": -0.15,
  ""Energy"": 0.05,
  ""Industrials"": 0.45,
  ""Materials"": 0.2,
  ""Utilities"": 0.1,
  ""Real Estate"": 0.35,
  ""Communication Services"": 0.8
}"
09_12_2025,"{
  ""Information Technology"": 0.72,
  ""Health Care"": 0.08,
  ""Financials"": 0.34,
  ""Consumer Discretionary"": 0.41,
  ""Consumer Staples"": -0.12,
  ""Energy"": 0.18,
  ""Industrials"": 0.24,
  ""Materials"": 0.19,
  ""Utilities"": 0.27,
  ""Real Estate"": 0.14,
  ""Communication Services"": 0.55
}"
09_15_2025,"{
  ""Information Technology"": -0.35,
  ""Communication Services"": 0.12,
  ""Consumer Discretionary"": 0.18,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.08,
  ""Financials"": 0.22,
  ""Health Care"": 0.04,
  ""Industrials"": 0.17,
  ""Materials"": -0.1,
  ""Real Estate"": 0.24,
  ""Utilities"": 0.09
}"
09_16_2025,"{""Financials"":0.28,""Health Care"":0.12,""Information Technology"":0.72,""Communication Services"":0.61,""Consumer Discretionary"":0.34,""Consumer Staples"":0.18,""Energy"":0.05,""Industrials"":0.22,""Materials"":0.09,""Utilities"":0.14,""Real Estate"":0.16}"
09_18_2025,"{""Consumer Discretionary"":0.42,""Consumer Staples"":0.08,""Energy"":0.12,""Financials"":0.25,""Health Care"":0.58,""Industrials"":0.34,""Information Technology"":0.83,""Materials"":0.18,""Real Estate"":0.37,""Communication Services"":0.46,""Utilities"":0.22}"
09_19_2025,"{""Communication Services"":0.55,""Consumer Discretionary"":0.2,""Consumer Staples"":0.15,""Energy"":0.1,""Financials"":0.25,""Health Care"":0.05,""Industrials"":0.4,""Information Technology"":0.7,""Materials"":0.15,""Real Estate"":0.05,""Utilities"":0.3}"
09_22_2025,"{""communication_services"":0.35,""consumer_discretionary"":0.15,""consumer_staples"":0.05,""energy"":0.2,""financials"":0.28,""health_care"":0.1,""industrials"":0.12,""information_technology"":0.18,""materials"":0.08,""real_estate"":0.05,""utilities"":0.1}"
09_23_2025,"{
  ""Communication Services"": 0.7,
  ""Consumer Discretionary"": 0.65,
  ""Consumer Staples"": -0.1,
  ""Energy"": 0.25,
  ""Financials"": 0.2,
  ""Health Care"": -0.15,
  ""Industrials"": 0.3,
  ""Information Technology"": 0.8,
  ""Materials"": 0.15,
  ""Real Estate"": 0.2,
  ""Utilities"": 0.35
}"
09_24_2025,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.28,
  ""Consumer Staples"": 0.08,
  ""Energy"": 0.22,
  ""Financials"": 0.31,
  ""Health Care"": 0.12,
  ""Industrials"": 0.24,
  ""Information Technology"": 0.62,
  ""Materials"": 0.26,
  ""Real Estate"": 0.05,
  ""Utilities"": 0.18
}"
09_25_2025,"{""S&P 500"":{""sentiment"":0.1},""Information Technology"":{""sentiment"":0.55},""Communication Services"":{""sentiment"":0.2},""Consumer Discretionary"":{""sentiment"":0.15},""Consumer Staples"":{""sentiment"":-0.05},""Health Care"":{""sentiment"":0.05},""Financials"":{""sentiment"":0.1},""Industrials"":{""sentiment"":0.2},""Materials"":{""sentiment"":0.15},""Energy"":{""sentiment"":0.0},""Utilities"":{""sentiment"":0.05},""Real Estate"":{""sentiment"":-0.1}}"
09_26_2025,"{""Communication Services"":0.2,""Consumer Discretionary"":-0.15,""Consumer Staples"":0.05,""Energy"":0.1,""Financials"":0.15,""Health Care"":-0.2,""Industrials"":0.05,""Information Technology"":0.25,""Materials"":0.0,""Real Estate"":-0.1,""Utilities"":0.0}"
09_29_2025,"{
  ""Communication Services"": 0.58,
  ""Consumer Discretionary"": 0.72,
  ""Consumer Staples"": -0.08,
  ""Energy"": 0.12,
  ""Financials"": 0.31,
  ""Health Care"": 0.05,
  ""Industrials"": 0.18,
  ""Information Technology"": 0.81,
  ""Materials"": 0.22,
  ""Real Estate"": 0.19,
  ""Utilities"": 0.04
}"
09_02_2025,"{""Communication Services"":0.1,""Consumer Discretionary"":0.0,""Consumer Staples"":0.15,""Energy"":0.35,""Financials"":-0.1,""Health Care"":0.05,""Industrials"":0.2,""Information Technology"":-0.05,""Materials"":0.3,""Real Estate"":0.2,""Utilities"":0.25}"
09_30_2025,"{
  ""communication_services"": 0.2,
  ""consumer_discretionary"": -0.1,
  ""consumer_staples"": 0.1,
  ""energy"": -0.2,
  ""financials"": 0.4,
  ""health_care"": 0.15,
  ""industrials"": 0.0,
  ""information_technology"": 0.35,
  ""materials"": 0.25,
  ""real_estate"": -0.05,
  ""utilities"": 0.1
}"
09_03_2025,"{
  ""Communication Services"": 0.8,
  ""Consumer Discretionary"": 0.7,
  ""Consumer Staples"": 0.3,
  ""Energy"": -0.2,
  ""Financials"": 0.2,
  ""Health Care"": 0.1,
  ""Industrials"": 0.0,
  ""Information Technology"": 0.9,
  ""Materials"": 0.6,
  ""Real Estate"": 0.0,
  ""Utilities"": -0.1
}"
09_04_2025,"{""communication_services"":0.05,""consumer_discretionary"":0.25,""consumer_staples"":0.05,""energy"":0.1,""financials"":0.15,""health_care"":0.05,""industrials"":0.1,""information_technology"":0.3,""materials"":0.08,""real_estate"":0.12,""utilities"":0.07}"
09_05_2025,"{""CommunicationServices"":0.35,""ConsumerDiscretionary"":0.45,""ConsumerStaples"":0.1,""Energy"":0.2,""Financials"":0.25,""HealthCare"":-0.05,""Industrials"":0.15,""InformationTechnology"":0.5,""Materials"":0.35,""RealEstate"":0.3,""Utilities"":0.05}"
09_08_2025,"{""Consumer Discretionary"":0.35,""Consumer Staples"":0.05,""Energy"":0.1,""Financials"":0.45,""Health Care"":0.15,""Industrials"":0.25,""Information Technology"":0.4,""Materials"":0.05,""Real Estate"":0.3,""Utilities"":0.1}"
09_09_2025,"{
  ""Communication Services"": 0.55,
  ""Consumer Discretionary"": 0.28,
  ""Consumer Staples"": -0.18,
  ""Energy"": -0.12,
  ""Financials"": 0.22,
  ""Health Care"": 0.05,
  ""Industrials"": -0.08,
  ""Information Technology"": 0.42,
  ""Materials"": 0.14,
  ""Real Estate"": 0.02,
  ""Utilities"": -0.22
}"
08_23_2024,"{""Energy"":0.35,""Materials"":0.25,""Industrials"":0.4,""Consumer Discretionary"":0.3,""Consumer Staples"":0.15,""Health Care"":0.1,""Financials"":0.45,""Information Technology"":0.2,""Communication Services"":0.15,""Utilities"":0.05,""Real Estate"":0.5}"
08_22_2025,"{
  ""Information Technology"": 0.35,
  ""Health Care"": 0.15,
  ""Financials"": 0.28,
  ""Consumer Discretionary"": 0.22,
  ""Consumer Staples"": 0.05,
  ""Industrials"": 0.18,
  ""Energy"": 0.03,
  ""Materials"": 0.08,
  ""Utilities"": 0.1,
  ""Real Estate"": 0.2,
  ""Communication Services"": 0.3
}"
07_31_2024,"{
  ""Communication Services"": 0.12,
  ""Consumer Discretionary"": 0.28,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.18,
  ""Financials"": 0.24,
  ""Health Care"": 0.07,
  ""Industrials"": 0.1,
  ""Information Technology"": 0.32,
  ""Materials"": 0.02,
  ""Real Estate"": 0.41,
  ""Utilities"": 0.18
}"
11_07_2024,"{
  ""Consumer Discretionary"": 0.6,
  ""Consumer Staples"": 0.1,
  ""Energy"": 0.25,
  ""Financials"": 0.65,
  ""Health Care"": 0.15,
  ""Industrials"": 0.35,
  ""Information Technology"": 0.5,
  ""Materials"": 0.2,
  ""Real Estate"": -0.2,
  ""Utilities"": -0.1
}"
12_10_2025,"{
  ""S&P 500"": 0.25,
  ""Information Technology"": 0.45,
  ""Health Care"": 0.1,
  ""Financials"": 0.2,
  ""Consumer Discretionary"": 0.3,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.05,
  ""Utilities"": 0.1,
  ""Industrials"": 0.2,
  ""Materials"": 0.15,
  ""Real Estate"": 0.35,
  ""Communication Services"": 0.3
}"
01_28_2025,"{""communication_services"":0.25,""consumer_discretionary"":0.35,""consumer_staples"":0.1,""energy"":0.15,""financials"":0.2,""health_care"":0.05,""industrials"":0.18,""information_technology"":0.4,""materials"":0.12,""real_estate"":0.08,""utilities"":0.05}"
03_18_2026,"{""Communication Services"":-0.05,""Consumer Discretionary"":-0.35,""Consumer Staples"":-0.15,""Energy"":0.65,""Financials"":-0.2,""Health Care"":-0.05,""Industrials"":-0.25,""Information Technology"":-0.1,""Materials"":0.15,""Real Estate"":-0.25,""Utilities"":-0.15}"
06_04_2024,"{
  ""Communication Services"": 0.05,
  ""Consumer Discretionary"": -0.15,
  ""Consumer Staples"": -0.05,
  ""Energy"": -0.75,
  ""Financials"": -0.1,
  ""Health Care"": 0.0,
  ""Industrials"": -0.35,
  ""Information Technology"": 0.1,
  ""Materials"": -0.25,
  ""Real Estate"": -0.2,
  ""Utilities"": -0.05
}"
02_26_2024,"{""Communication Services"":0.3,""Consumer Discretionary"":0.2,""Consumer Staples"":0.05,""Energy"":-0.05,""Financials"":0.15,""Health Care"":0.0,""Industrials"":0.1,""Information Technology"":0.8,""Materials"":0.05,""Real Estate"":-0.2,""Utilities"":0.0}"
01_24_2024,"{""Communication Services"":0.82,""Consumer Discretionary"":0.48,""Consumer Staples"":0.12,""Energy"":-0.18,""Financials"":0.08,""Health Care"":0.05,""Industrials"":0.14,""Information Technology"":0.84,""Materials"":0.03,""Real Estate"":0.21,""Utilities"":0.02}"
06_21_2024,"{""communication_services"":0.18,""consumer_discretionary"":-0.12,""consumer_staples"":0.14,""energy"":0.05,""financials"":-0.08,""health_care"":0.08,""industrials"":-0.18,""information_technology"":-0.06,""materials"":-0.1,""real_estate"":-0.22,""utilities"":0.07}"
10_15_2024,"{""InformationTechnology"":0.86,""HealthCare"":0.18,""Financials"":0.92,""ConsumerDiscretionary"":0.24,""ConsumerStaples"":0.12,""Energy"":-0.78,""Industrials"":0.35,""Materials"":-0.22,""Utilities"":0.58,""RealEstate"":0.27,""CommunicationServices"":0.74,""S&P500"":0.61}"
02_13_2024,"{
  ""XLY"": -0.15,
  ""XLP"": 0.1,
  ""XLE"": 0.05,
  ""XLF"": -0.25,
  ""XLV"": 0.0,
  ""XLI"": 0.05,
  ""XLB"": 0.0,
  ""XLRE"": -0.3,
  ""XLU"": 0.1,
  ""XLK"": -0.1,
  ""Communication Services"": -0.05
}"
03_12_2024,"{""Financials"":0.1,""Health Care"":0.25,""Information Technology"":0.15,""Consumer Discretionary"":0.2,""Consumer Staples"":0.05,""Energy"":-0.1,""Industrials"":0.0,""Materials"":0.05,""Utilities"":0.0,""Real Estate"":-0.05,""Communication Services"":0.1}"
05_15_2024,"{""s&p_500_sectors"":{""Communication Services"":0.45,""Consumer Discretionary"":0.55,""Consumer Staples"":0.05,""Energy"":0.1,""Financials"":0.3,""Health Care"":0.15,""Industrials"":0.2,""Information Technology"":0.4,""Materials"":0.25,""Real Estate"":0.1,""Utilities"":0.15}}"
01_28_2025,"{
  ""Consumer Discretionary"": 0.05,
  ""Consumer Staples"": 0.02,
  ""Energy"": -0.45,
  ""Financials"": 0.08,
  ""Health Care"": 0.03,
  ""Industrials"": 0.14,
  ""Information Technology"": -0.32,
  ""Materials"": -0.28,
  ""Real Estate"": 0.01,
  ""Utilities"": -0.52,
  ""Communication Services"": -0.08
}"
06_14_2024,"{
  ""S&P 500"": 0.15,
  ""Information Technology"": 0.35,
  ""Communication Services"": 0.2,
  ""Consumer Discretionary"": -0.05,
  ""Consumer Staples"": 0.0,
  ""Health Care"": 0.1,
  ""Financials"": -0.2,
  ""Industrials"": -0.05,
  ""Materials"": 0.0,
  ""Energy"": 0.1,
  ""Utilities"": 0.25,
  ""Real Estate"": 0.15
}"
04_30_2024,"{""Communication Services"":0.45,""Consumer Discretionary"":0.35,""Consumer Staples"":0.15,""Energy"":0.2,""Financials"":0.1,""Health Care"":0.2,""Industrials"":-0.15,""Information Technology"":0.4,""Materials"":0.05,""Real Estate"":-0.2,""Utilities"":0.1}"
11_04_2025,"{""Communication Services"":0.62,""Consumer Discretionary"":0.18,""Consumer Staples"":-0.12,""Energy"":0.08,""Financials"":0.21,""Health Care"":0.17,""Industrials"":0.14,""Information Technology"":0.66,""Materials"":-0.05,""Real Estate"":-0.28,""Utilities"":0.12}"
04_29_2024,"{
  ""CommunicationServices"": 0.35,
  ""ConsumerDiscretionary"": 0.45,
  ""ConsumerStaples"": 0.15,
  ""Energy"": 0.05,
  ""Financials"": 0.2,
  ""HealthCare"": 0.1,
  ""Industrials"": 0.18,
  ""InformationTechnology"": 0.55,
  ""Materials"": 0.12,
  ""RealEstate"": -0.15,
  ""Utilities"": 0.1
}"
07_29_2024,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": -0.25,
  ""Consumer Staples"": -0.2,
  ""Energy"": 0.05,
  ""Financials"": 0.1,
  ""Health Care"": 0.05,
  ""Industrials"": -0.05,
  ""Information Technology"": 0.3,
  ""Materials"": -0.05,
  ""Real Estate"": 0.0,
  ""Utilities"": 0.0
}"
09_17_2025,"{
  ""communication_services"": 0.1,
  ""consumer_discretionary"": 0.15,
  ""consumer_staples"": -0.05,
  ""energy"": -0.1,
  ""financials"": 0.2,
  ""health_care"": 0.0,
  ""industrials"": 0.1,
  ""information_technology"": 0.12,
  ""materials"": -0.02,
  ""real_estate"": 0.25,
  ""utilities"": 0.18
}"
MISSING,"{""communication_services"":0,""consumer_discretionary"":0,""consumer_staples"":0,""energy"":0,""financials"":0,""health_care"":0,""industrials"":0,""information_technology"":0,""materials"":0,""real_estate"":0,""utilities"":0}"
05_01_2024,"{""communication_services"":0.1,""consumer_discretionary"":-0.3,""consumer_staples"":-0.35,""energy"":0.25,""financials"":0.15,""health_care"":-0.4,""industrials"":0.1,""information_technology"":0.35,""materials"":0.15,""real_estate"":-0.5,""utilities"":-0.05}"
06_12_2024,"{""Consumer Discretionary"":0.35,""Consumer Staples"":0.1,""Energy"":-0.05,""Financials"":0.15,""Health Care"":0.05,""Industrials"":0.2,""Information Technology"":0.7,""Materials"":0.05,""Real Estate"":0.3,""Utilities"":-0.05,""Communication Services"":0.4}"
07_31_2024,"{""Communication Services"":0.24,""Consumer Discretionary"":-0.08,""Consumer Staples"":-0.12,""Energy"":0.31,""Financials"":0.12,""Health Care"":0.03,""Industrials"":0.18,""Information Technology"":0.54,""Materials"":0.2,""Real Estate"":-0.18,""Utilities"":0.05}"
09_18_2024,"{""Communication Services"":0.18,""Consumer Discretionary"":0.22,""Consumer Staples"":0.12,""Energy"":0.08,""Financials"":0.35,""Health Care"":0.14,""Industrials"":0.11,""Information Technology"":0.24,""Materials"":0.19,""Real Estate"":0.28,""Utilities"":0.16}"
12_18_2024,"{""Communication Services"":0.2,""Consumer Discretionary"":0.35,""Consumer Staples"":0.1,""Energy"":-0.1,""Financials"":0.45,""Health Care"":0.05,""Industrials"":0.4,""Information Technology"":0.55,""Materials"":0.2,""Real Estate"":-0.15,""Utilities"":0.3}"
09_17_2025,"{""Financials"":0.2,""Health Care"":0.15,""Information Technology"":0.45,""Communication Services"":0.35,""Consumer Discretionary"":0.25,""Consumer Staples"":0.1,""Industrials"":0.2,""Materials"":0.15,""Energy"":0.1,""Utilities"":0.05,""Real Estate"":0.15}"
06_13_2024,"{""Communication_Services"":0.58,""Consumer_Discretionary"":0.72,""Consumer_Staples"":0.12,""Energy"":-0.08,""Financials"":0.42,""Health_Care"":0.18,""Industrials"":0.34,""Information_Technology"":0.81,""Materials"":0.22,""Real_Estate"":0.27,""Utilities"":0.15}"
09_19_2024,"{
  ""Consumer Discretionary"": 0.74,
  ""Consumer Staples"": 0.12,
  ""Energy"": 0.18,
  ""Financials"": 0.63,
  ""Health Care"": 0.21,
  ""Industrials"": 0.58,
  ""Information Technology"": 0.52,
  ""Materials"": 0.14,
  ""Real Estate"": 0.82,
  ""Communication Services"": 0.31,
  ""Utilities"": 0.05
}"
01_29_2025,"{""Communication Services"":0.15,""Consumer Discretionary"":0.25,""Consumer Staples"":0.05,""Energy"":-0.1,""Financials"":0.1,""Health Care"":0.05,""Industrials"":0.1,""Information Technology"":-0.25,""Materials"":-0.05,""Real Estate"":0.0,""Utilities"":0.05}"
05_07_2025,"{""Communication Services"":0.05,""Consumer Discretionary"":0.12,""Consumer Staples"":0.06,""Energy"":0.0,""Financials"":0.18,""Health Care"":0.04,""Industrials"":0.02,""Information Technology"":0.1,""Materials"":-0.02,""Real Estate"":0.03,""Utilities"":0.01}"
03_18_2024,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.28,
  ""Consumer Staples"": -0.05,
  ""Energy"": 0.22,
  ""Financials"": 0.18,
  ""Health Care"": 0.05,
  ""Industrials"": -0.08,
  ""Information Technology"": 0.62,
  ""Materials"": 0.12,
  ""Real Estate"": -0.22,
  ""Utilities"": -0.18
}"
05_20_2024,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.2,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.1,
  ""Financials"": 0.15,
  ""Health Care"": 0.05,
  ""Industrials"": 0.0,
  ""Information Technology"": 0.45,
  ""Materials"": 0.3,
  ""Real Estate"": -0.1,
  ""Utilities"": 0.0
}"
01_26_2024,"{
  ""Communication Services"": 0.55,
  ""Consumer Discretionary"": 0.42,
  ""Consumer Staples"": 0.18,
  ""Energy"": -0.22,
  ""Financials"": 0.25,
  ""Health Care"": 0.12,
  ""Industrials"": 0.08,
  ""Information Technology"": 0.48,
  ""Materials"": -0.05,
  ""Real Estate"": 0.2,
  ""Utilities"": 0.15
}"
08_28_2024,"{
  ""Communication Services"": 0.25,
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.1,
  ""Energy"": -0.45,
  ""Financials"": 0.05,
  ""Health Care"": 0.05,
  ""Industrials"": 0.1,
  ""Information Technology"": 0.65,
  ""Materials"": -0.1,
  ""Real Estate"": 0.0,
  ""Utilities"": 0.0
}"
02_24_2025,"{
  ""communication_services"": 0.1,
  ""consumer_discretionary"": -0.3,
  ""consumer_staples"": 0.15,
  ""energy"": -0.05,
  ""financials"": -0.1,
  ""health_care"": 0.2,
  ""industrials"": -0.05,
  ""information_technology"": 0.25,
  ""materials"": -0.15,
  ""real_estate"": -0.35,
  ""utilities"": 0.1
}"
10_02_2025,"{
  ""Communication Services"": 0.72,
  ""Consumer Discretionary"": 0.66,
  ""Consumer Staples"": 0.18,
  ""Energy"": 0.22,
  ""Financials"": 0.41,
  ""Health Care"": 0.28,
  ""Industrials"": 0.39,
  ""Information Technology"": 0.82,
  ""Materials"": 0.17,
  ""Real Estate"": 0.24,
  ""Utilities"": 0.31
}"
07_25_2024,"{""Information Technology"":0.18,""Health Care"":0.05,""Financials"":0.22,""Consumer Discretionary"":-0.48,""Consumer Staples"":-0.34,""Energy"":0.03,""Industrials"":-0.41,""Materials"":-0.29,""Utilities"":0.12,""Real Estate"":0.14,""Communication Services"":-0.12}"
04_15_2024,"{""CommunicationServices"":0.2,""ConsumerDiscretionary"":0.0,""ConsumerStaples"":0.1,""Energy"":-0.2,""Financials"":0.45,""HealthCare"":0.05,""Industrials"":0.25,""InformationTechnology"":0.1,""Materials"":0.2,""RealEstate"":-0.1,""Utilities"":0.0}"
